Model,Best_Params,Accuracy,ROC_AUC
Decision Tree,"{'classifier__criterion': 'entropy', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",0.7195225916453538,0.8064591873962621
